,Truth,ASR_Predict,asr_acc,asr_wer,right_word
263,正在辦理這個離職的程序,正在本理這個比職的程序,0.818181818181818,0.181818181818182,"['正在', '理這個', '職的程序', '']"
264,以及私人院所基層診所可以靠了,一只四人院所機成診所可以搞了,0.571428571428571,0.428571428571429,"['人院所', '診所可以', '了', '']"
265,是否可以我們那個葛處長葛處長,是否給我們那個個處長格處長,0.714285714285714,0.285714285714286,"['是否', '我們那個', '處長', '處長', '']"
266,他們相對應她們有什麼需求,他們想對一旁沒什麼需求,0.583333333333333,0.416666666666667,"['他們', '對', '什麼需求', '']"
267,我很擔心台北市身為首都,所擔心台北是生的手都,0.454545454545455,0.545454545454545,"['擔心台北', '都', '']"
268,或或崗位上面的一些問題嗎,和崗位小面的一修問題嗎,0.666666666666667,0.333333333333333,"['崗位', '面的一', '問題嗎', '']"
269,會成為我們防疫的破口,而成為我們防意的多口,0.7,0.3,"['成為我們防', '的', '口', '']"
270,我這邊為甚麼會特別提因為我們,我只備為什麼會特別提問我們,0.642857142857143,0.357142857142857,"['我', '為', '麼會特別提', '我們', '']"
271,你們的標準是甚麼這個就請確認一下,們的標準是什麼這請確了一下,0.6875,0.3125,"['們的標準是', '麼這', '請確', '一下', '']"
272,最後一個部份剩下一分鐘的時間,這的部分的時下一更照時間,0.357142857142857,0.714285714285714,"['部', '分', '的時', '間', '']"
273,五十個醫護人員,十個醫戶肯員,0.571428571428571,0.428571428571429,"['十個醫', '員', '']"
274,有一些異狀或者是,有些地轉獲的是,0.375,0.625,"['有', '些', '是', '']"
275,五十個醫護人員,若實的醫護人員,0.571428571428571,0.428571428571429,"['醫護人員', '']"
276,葛處長我請教一下,的住找請教一下,0.5,0.5,"['請教一下', '']"
277,你們一定要做好,一定要做好,0.714285714285714,0.285714285714286,"['一定要做好', '']"
278,我我比較好奇就是說,所我較好奇說,0.555555555555556,0.444444444444444,"['我', '較好奇', '說', '']"
279,所以在這邊提醒一下,誰了這個提醒一下,0.555555555555556,0.444444444444444,"['這', '提醒一下', '']"
280,第一線的工作人員,一是的工作人員,0.75,0.25,"['一', '的工作人員', '']"
281,這個榮家的,把這種價的,0.4,0.8,"['這', '的', '']"
282,有這樣的現況嗎,有這樣的現況嗎,1,0,"['有這樣的現況嗎', '']"
283,這個要提醒一下,這提形象,0.285714285714286,0.714285714285714,"['這', '提', '']"
284,對於工作上面,與工作上面,0.666666666666667,0.333333333333333,"['工作上面', '']"
285,就剩下中央,就是家重要,0.2,0.8,"['就', '']"
286,每天要回報,每天回報,0.8,0.2,"['每天', '回報', '']"
287,所以這個部分,這以對部分,0.5,0.5,"['這', '部分', '']"
288,那個是疾管局的報表上面的是高危險的人物的自主管理沒有發燒沒有任何的確診,所的是計外覺的到表上面的是更更危險的人物的自主管理沒發送六熱個的確的,0.571428571428571,0.428571428571429,"['的', '表上面的是', '危險的人物的自主管理沒', '發', '的確', '']"
289,那接下來最後一個剛剛副主委說在我們十四家的這個榮家裏頭兩家分院,會接在最後一個尷剛副組委說這姆此斯家的這個文在裏的等家分對,0.516129032258065,0.483870967741936,"['接', '最後一個', '剛副', '委說', '家的這個', '裏', '家分', '']"
290,那至於在這樣的情況之下十四位的工作者是怎麼樣感染來的,最在降停步自項斯斯位的尊作者是怎麼丹賣奶的,0.346153846153846,0.653846153846154,"['在', '位的', '作者是怎麼', '的', '']"
291,在榮單身是在榮家的一個隔離室,在龍內單純的是在龍家的就隔離次,0.571428571428571,0.571428571428571,"['在', '單', '是在', '家的', '隔離', '']"
292,或是他量體溫超過政府規定就要,特出要良平財我總規著走票,0.071428571428572,0.928571428571429,"['要', '']"
293,不是感染的那是疾管局每天要報的報表,不是改染的類的是幾管局用每天帶的代表,0.647058823529412,0.470588235294118,"['不是', '染的', '是', '管局', '每天', '的', '表', '']"
294,都沒有感染也沒有發燒但是我們要做一個統計表,對月改來沒有法送帶就沒有做的統計表,0.380952380952381,0.714285714285714,"['沒有', '沒有', '做', '統計表', '']"
295,那有眷的是在外面他自己家裡面,那有這的是在半月它計佳裡面,0.5,0.5,"['那有', '的是在', '裡面', '']"
296,中港澳回臺灣的高危險者,香港澳回臺灣的高危選者,0.818181818181818,0.181818181818182,"['港澳回臺灣的高危', '者', '']"
297,含委外的人廚師,含與外著人跑求師,0.571428571428571,0.571428571428571,"['含', '外', '人', '師', '']"
298,好好去維護讓大家都能夠安全,唐爾就為護換帶在更能感安全,0.307692307692308,0.692307692307692,"['護', '能', '安全', '']"
299,超過十四天沒有症狀才會返回榮家,從會實世界六正狀成法規龍量,0.066666666666667,0.933333333333333,"['會', '']"
300,那我們榮家呢那那六個變五個現在呢,那們家的妹妹對個並五個競在,0.4375,0.5625,"['那', '們', '家', '個', '五個', '在', '']"
301,十四位我們沒沒沒有感染的人,是我們們六感短的,0.307692307692308,0.692307692307692,"['我們', '感', '的', '']"
302,不剛剛跟委員報告,不跑的他們等回報,0.25,0.875,"['不', '報', '']"
303,那個是從中港澳回來他沒有感染,那個是從這奪回沒有改染,0.571428571428571,0.428571428571429,"['那個是從', '回', '沒有', '染', '']"
304,那三位都是自主管理,這專為都是自主管理,0.666666666666667,0.333333333333333,"['都是自主管理', '']"
305,我們的同仁,保贏的臺人,0.2,0.8,"['的', '']"
306,但是那個時候是二月份的時候,賽書那個蘇資用運份的時候,0.461538461538462,0.538461538461538,"['那個', '份的時候', '']"
307,委外的人他必須戴口罩,買外的被得口造,0.3,0.7,"['外的', '口', '']"
308,請要隨時提報好不好,請量隨時提報報寶,0.555555555555556,0.444444444444444,"['請', '隨時提報', '']"
309,那剛剛我特別提出的,會當了特面的住的,0.222222222222222,0.777777777777778,"['特', '的', '']"
310,到目前為止到昨天,在目前為照昨天,0.625,0.375,"['目前為', '昨天', '']"
311,那工作人員只有四位,工作員就四位,0.555555555555556,0.444444444444444,"['工作', '員', '四位', '']"
312,我們通通每一個人都戴口罩,傳東的沒短的帶走上,0,1,['']
313,那他們都沒有,是談們動電,0.166666666666667,0.833333333333333,"['們', '']"
314,他們居家隔離,他們聚價格離,0.5,0.5,"['他們', '離', '']"
315,是說從中港,是說從中港,1,0,"['是說從中港', '']"
316,有十四位要在,實四未有對,0.166666666666667,0.833333333333333,"['四', '']"
317,現在只有三位,所二些就三位,0.333333333333333,0.666666666666667,"['三位', '']"
318,怎麼怎麼感染來的,怎麼怎麼敢來沒,0.625,0.375,"['怎麼怎麼', '來', '']"
319,榮民是三位,整理是三位,0.6,0.4,"['是三位', '']"
320,我希望我們讓我們的榮民是真正從心理的,是我們那母的人女子政治總孫你的,0.222222222222222,0.777777777777778,"['我們', '的', '的', '']"
321,那看到這個數字呢我一則以喜,太看待做的數字難的女警一起,0.307692307692308,0.769230769230769,"['看', '數字', '一', '']"
322,那為什麼突然間我們的營利可以這麼多呢,不行的通然金我們的域可震動,0.277777777777778,0.722222222222222,"['然', '我們的', '可', '']"
323,這這這個大概是這樣子說,的自這個大概是將其時好,0.454545454545455,0.545454545454545,"['這個大概是', '']"
324,那會不會被認為說是,發會饋帶不特們是字,0.333333333333333,0.888888888888889,"['會', '不', '是', '']"
325,基金的設置目就是要照顧榮民榮眷,提行生入證再不總湧件,0,1,['']
326,跟我的秘書長用點心,根本們的記的虐長目的心,0.333333333333333,0.888888888888889,"['的', '長', '心', '']"
327,的這一個基金的目的是甚麼,的這的紀境的目的此什麼,0.5,0.5,"['的這', '的目的', '麼', '']"
328,有一個機制是適度去調,文的機制是適度之條,0.5,0.5,"['機制是適度', '']"
329,都不處理我們就幫她處理了,不處理和不是把到處理,0.416666666666667,0.583333333333333,"['不處理', '處理', '']"
330,而不是一二十年我們再來調一個,們是一六十女我們在的糖等,0.357142857142857,0.642857142857143,"['是一', '十', '我們', '']"
331,今天是秘書長到嗎,今會自故司等當,0.125,0.875,"['今', '']"
332,我覺得這個非常重要尤其,我是這量重年尤起,0.363636363636364,0.636363636363636,"['我', '這', '重', '尤', '']"
333,希望副主委,上自對望,0.2,1,"['望', '']"
334,好就這一位是嘛,或這就問什,0.142857142857143,0.857142857142857,"['這', '']"
335,這個我們設置的目的是甚麼,是的不親字的目對此,0.166666666666667,0.833333333333333,"['的目', '']"
336,就黃金啦外鈔,楊金腦外找,0.333333333333333,0.666666666666667,"['金', '外', '']"
337,怎麼說我們以前,怎麼是跟學頭,0.285714285714286,0.714285714285714,"['怎麼', '']"
338,有一些是,如實是,0.25,0.75,"['是', '']"
339,特別是清寒的榮民榮眷,可知氣年的總為重件,0.1,0.9,"['的', '']"
340,這個救助當中,這的制住當中,0.5,0.5,"['這', '當中', '']"
341,譬如說有一個叫華心,平受一個腳滑心,0.333333333333333,0.666666666666667,"['一個', '心', '']"
342,我們設置喔,市自老,0,1,['']
343,榮民的動產,全敏的動產,0.6,0.4,"['的動產', '']"
344,本卸一則以憂,申屆一直以,0.333333333333333,0.666666666666667,"['一', '以', '']"
345,那我們可以怎麼樣,那了們可以怎量,0.625,0.375,"['那', '們可以怎', '']"
346,讓他們有尊嚴,讓他們有爭營,0.666666666666667,0.333333333333333,"['讓他們有', '']"
347,的確需要嗎,中就需呢,0.2,0.8,"['需', '']"
348,那我要請教,們幾站,0,1,['']
349,這個副主委,自得副助為,0.2,0.8,"['副', '']"
350,一次性的,事施的,0.25,0.75,"['的', '']"
351,賣了九千多萬,買了就前的來,0.166666666666667,0.833333333333333,"['了', '']"
352,那麼更看到呢也就是說在我們的財產總額,的更看到難也政直說但蒙的財產總和,0.5,0.5,"['更看到', '也', '說', '的財產總', '']"
353,他一定要依法辦阿你這樣說搞不清楚那以前的,貪跌日把辦面你將是改不經總類已經的,0.2,0.8,"['辦', '你', '不', '的', '']"
354,而是在討論剛剛唯一提出說我們設置的目的,阿是討論幹本體出所文們四字的目的,0.421052631578947,0.578947368421053,"['是', '討論', '出', '們', '的目的', '']"
355,是你黃金把他處理了黃金在貴一點在賣,姓母王金拿出女黃金文目等在嗎,0.176470588235294,0.764705882352941,"['黃金', '在', '']"
356,本席現在沒有跟你講說你的拍賣的方式,現日根你講座你的拍賣的當次,0.470588235294118,0.529411764705882,"['現', '你講', '你的拍賣的', '']"
357,到目前為止是二十三點一五八三,項目前為自己二死三點木大山,0.428571428571429,0.571428571428571,"['目前為', '二', '三點', '']"
358,特別這一天也是八二三炮戰的紀念日,們最一點也大二前泡贊的境內日,0.3125,0.6875,"['一', '也', '二', '的', '日', '']"
359,我覺得台灣不能有族群的一個對立,我真的談灣部物總群內的對,0.2,0.733333333333333,"['我', '的', '對', '']"
360,尤其副主委你也是資深的國會委員,遵請副組的貼自自身的公夢,0.133333333333333,0.866666666666667,"['副', '的', '']"
361,是有十億的基金總額度呢,智門十意的進行整個動了,0.181818181818182,0.818181818181818,"['十', '的', '']"
362,所以因此我看見這個數字我說了一,稱請幹的自個數字母送了一,0.333333333333333,0.666666666666667,"['個數字', '了一', '']"
363,所以我們看到你們所提出的報告呢,順看看你們所提重的霸幹了,0.4,0.6,"['看', '你們所提', '的', '']"
364,裡面是甚麼都搞不清楚啦那,別內是什麼都頭不請處稿,0.333333333333333,0.666666666666667,"['是', '麼都', '不', '']"
365,因為剛開始來的路藍縷,剛開起來的動入人,0.4,0.6,"['剛開', '來的', '']"
366,那因為我們這個拍賣是很嚴格的,所英我們這個排們水原格,0.357142857142857,0.642857142857143,"['我們這個', '格', '']"
367,只能交給台銀拍賣,是文交給他銀拍賣,0.625,0.375,"['交給', '銀拍賣', '']"
368,學長副主委你絕對認同這一點,生產不總你絕對運毒罪,0.230769230769231,0.769230769230769,"['你絕對', '']"
369,他的他的這個,他的他對記得,0.5,0.5,"['他的他', '']"
370,因為當時遷逃到台灣來,擔時尖島在臺灣啊,0.2,0.8,"['時', '灣', '']"
371,不要亂答因為我們依法辦,暖們拿亞們你法,0.181818181818182,0.818181818181818,"['們', '法', '']"
372,一直到目前說每一位,是大目前松因為,0.222222222222222,0.777777777777778,"['目前', '']"
373,我因為跟,的隊燈,0,1,['']
374,在你八月二十三號,這裏八月十三後,0.5,0.5,"['八月', '十三', '']"
375,人員通通都要關起來囉,人每的針對問起來了,0.3,0.7,"['人', '起來', '']"
376,以前就都把把他放著,行就住宅打善者,0.111111111111111,0.888888888888889,"['就', '']"
377,跟委員報告是真的有問題,升文巴是正的有題,0.363636363636364,0.636363636363636,"['是', '的有', '題', '']"
378,我們都要非常的尊敬,準的對種的政治,0.111111111111111,0.888888888888889,"['的', '']"
379,所以在這邊答覆,順在中面打復,0.142857142857143,0.857142857142857,"['在', '']"
380,這個這個價值更高,這的價子更高,0.5,0.5,"['這', '價', '更高', '']"
381,就是要照顧,住像照顧,0.4,0.6,"['照顧', '']"
382,通通要打屁股囉,龍了,0,1,['']
383,細節就不談,細決,0.2,0.8,"['細', '']"
384,那所以我又看你的數字也就是說我們服務到現在,雖身會看到裏的數字也助送的們增等訊在,0.333333333333333,0.714285714285714,"['看', '的數字也', '們', '在', '']"
385,從這個兩萬四萬五萬到現在的,從這個兩賣資量五萬到現在的,0.769230769230769,0.230769230769231,"['從這個兩', '五萬到現在的', '']"
386,低收入戶也有五萬到六萬的標準是甚麼,多木共也無們到六半的該主是什麼,0.352941176470588,0.647058823529412,"['也', '到六', '的', '是', '麼', '']"
387,這個這一百零八年度所提出的,這的總百零八年度不所推出的,0.692307692307692,0.384615384615385,"['這', '百零八年度', '所', '出的', '']"
388,本席提出兩萬變三萬一般榮民,本題集出兩萬變相關一般人民,0.615384615384615,0.384615384615385,"['本', '出兩萬變', '一般', '民', '']"
389,所以我們調高他一萬塊就變成三萬塊,是長購他一萬跑就被小文款,0.25,0.75,"['他一萬', '就', '']"
390,喔那我剛才也特別提出,鳳罵幹任了都來對別提說,0.2,0.9,"['別提', '']"
391,提補以前的短處的這個部分,前本以前的短示的這個爆站,0.583333333333333,0.416666666666667,"['以前的短', '的這個', '']"
392,我不知道這個標準是甚麼請問,不再這標主次成,0.230769230769231,0.769230769230769,"['不', '這', '標', '']"
393,好幾年之前就設定了,只小請也自持就設定,0.333333333333333,0.777777777777778,"['就設定', '']"
394,是大概七千餘人次,是在對七千於人次,0.625,0.375,"['是', '七千', '人次', '']"
395,我是一則以喜一則以憂,純心子一襲浴子疑,0.1,1,"['一', '']"
396,第一個跟委員報告一下,這都文道笑,0,1,['']
397,似乎有各提升一萬,施工的各地曾一了,0.25,0.75,"['各', '一', '']"
398,來源再變賣我們的財產,傳人的被滿穩的菜展,0.1,0.9,"['的', '']"
399,黃金你現在賣了,環經理在賣了人,0.428571428571429,0.714285714285714,"['在賣了', '']"
400,所以本席要跟你討論的是,是本家頓騰的就是,0.090909090909091,0.818181818181818,"['是', '']"
401,喔那所以我們知道,那孫用知道,0.375,0.625,"['那', '知道', '']"
402,都是以人民件為主,十說明就為主,0.25,0.75,"['為主', '']"
403,兩萬塊是好幾十,兩論口是好幾,0.571428571428571,0.428571428571429,"['兩', '是好幾', '']"
404,去換現金去,請換線件去,0.4,0.6,"['換', '去', '']"
405,剛剛我也感謝,因為感示,0.166666666666667,0.833333333333333,"['感', '']"
406,但是你已經賣掉了,在是地已經外掉,0.5,0.5,"['是', '已經', '掉', '']"
407,一定要有來源,一動了來源,0.5,0.5,"['一', '來源', '']"
408,看到這個數字我說,才們自數字麼說,0.375,0.625,"['數字', '說', '']"
409,物價只是沒有跟上,是假子目更少,0.125,1,"['是', '']"
410,五四六八億,總是募把,0,1,['']
411,三萬五萬六萬,相萬外六亂,0.333333333333333,0.666666666666667,"['萬', '六', '']"
412,救助的標準,數字的標子,0.4,0.6,"['的標', '']"
413,也不一定是對,規肚子隊,0,1,['']
414,跟委員報告一下,身為帶效,0,1,['']
415,標準是甚麼,該註自麼,0.2,0.8,"['麼', '']"
416,跟這個要這麼拜託要這麼拜託要拜託那麼多年,跟這的這個麼敗多這麼敗得的被的那的多力,0.35,0.65,"['跟這', '個', '這麼', '那', '多', '']"
417,是不是我們可以依照物價指數的標準來提升,是不是我們可因在物在指次的不要準來提色,0.631578947368421,0.421052631578947,"['是不是我們可', '物', '指', '的', '準來提', '']"
418,也就是我們有我們的這個物價指數的標準,直就助的美有我們的自個物價指數的標準,0.722222222222222,0.277777777777778,"['就', '有我們的', '個物價指數的標準', '']"
419,我們現在探討我記得當時我們都在立院的時候,純在頓討我子的當事人的待動運的時候,0.35,0.65,"['在', '討我', '當', '的時候', '']"
420,但是我不希望說未來一二十年也都沒有調整,那送的不希望孫未來一樂孫女個月調整,0.421052631578947,0.578947368421053,"['不希望', '未來一', '調整', '']"
421,我覺得榮民這麼辛苦也不要再讓他們,這真人資個村款比不論度摘當他們,0.25,0.875,"['這', '不', '他們', '']"
422,所以我覺得我們應該要有一個制度,生的覺得我們應該任了的制度,0.533333333333333,0.466666666666667,"['覺得我們應該', '制度', '']"
423,我也吶喊了將近七八年,麼也吶還的張繼七八年,0.5,0.5,"['也吶', '七八年', '']"
424,我們都有這個最公平的,人們登有最的最公平的,0.6,0.4,"['們', '有', '最公平的', '']"
425,我們本會就是基金會,很會好就就基金會,0.555555555555556,0.555555555555556,"['會', '就', '基金會', '']"
426,物價指數不要讓榮民,目價指數不他慢人民,0.555555555555556,0.444444444444444,"['價指數不', '民', '']"
427,有討論的一個機制制度,討論每一個自於自制度,0.6,0.5,"['討論', '一個', '制度', '']"
428,所以本席要跟你探討,資本銀對被電倒,0.111111111111111,0.888888888888889,"['本', '']"
429,所以我們在一百零八年,身理我們在一百零八年人,0.8,0.3,"['我們在一百零八年', '']"
430,才提升兩萬為三萬,臺提三兩半鬼相關,0.25,0.75,"['提', '三', '']"
431,每一年政府會公告,明天年智能奔告,0.25,0.75,"['年', '告', '']"
432,這個機制制度做甚麼呢,這意的機制制度自什麼呢,0.7,0.4,"['這', '機制制度', '麼呢', '']"
433,我就希望比如說比照,我在是讓不路子偽照,0.222222222222222,0.777777777777778,"['我', '照', '']"
434,是我想重點在,直國獎重點在,0.5,0.5,"['重點在', '']"
435,我們就認為該,我們自住這為開語,0.5,0.833333333333333,"['我們', '為', '']"
436,如果財源允許,沒有參於起喔,0,1,['']
437,我們將社會救助法,什降斯會這重小,0.125,0.875,"['會', '']"
438,所以我給一個功課,是了等一個安客,0.25,0.75,"['一個', '']"
439,就像秘書長剛才說的,這陣能目想大說的,0.222222222222222,0.777777777777778,"['說的', '']"
440,有一般榮民的兩萬,般農美的兩問,0.375,0.625,"['般', '的兩', '']"
441,這個我吶喊到的,這對的那滿道的,0.285714285714286,0.714285714285714,"['這', '的', '']"
442,我們的社會救助法,的稅著助,0.25,0.75,"['的', '助', '']"
443,急難救助的,這幾面這助的,0.4,0.8,"['助的', '']"
444,那這個都假不了,那資己的講不點,0.285714285714286,0.714285714285714,"['那', '不', '']"
445,副主委在這邊,四個在的邊貌,0.333333333333333,0.833333333333333,"['在', '邊', '']"
446,重大傷害的,重大相來的,0.6,0.4,"['重大', '的', '']"
447,副主委你的看法,負作你的看,0.428571428571429,0.571428571428571,"['你的看', '']"
448,那我們看看這個榮民榮眷基金會的部分呢,真我們開看自給榮融券基金快的部分了,0.5,0.5,"['我們', '看', '榮', '基金', '的部分', '']"
449,其實今天我的問題主要是針對榮民榮眷基金會的部分,天子今天我的問題主要是整對容濃電基金會的部分,0.695652173913043,0.304347826086957,"['今天我的問題主要是', '對', '基金會的部分', '']"
450,第二條組織上面的捐助章程裡面的二條,條跑組織上面的捐住增層面這條,0.529411764705882,0.529411764705882,"['條', '組織上面的捐', '面', '條', '']"
451,那副主委認同這個知人善用,那不罪認同這個自在用,0.5,0.5,"['那', '認同這個', '用', '']"
452,其他有關榮民榮眷的福利,西他有關龍民融劵的福利,0.636363636363636,0.363636363636364,"['他有關', '民', '的福利', '']"
453,可是我們在看到這個人選之前我們要先講到,從在看到這個人選之前農六先講到,0.631578947368421,0.368421052631579,"['在看到這個人選之前', '先講到', '']"
454,基金會應該要有效管理基金,基金會因才要有效管理基金,0.833333333333333,0.166666666666667,"['基金會', '要有效管理基金', '']"
455,嘉惠農民榮眷辦理下面的事項,家會農民龍劵萬領項面的四項,0.384615384615385,0.615384615384615,"['農民', '面的', '項', '']"
456,我們知道副主委同樣也是這個基金會的董事長,我們資道不罪同樣也四這的基金會的董事長,0.7,0.3,"['我們', '道', '同樣也', '這', '基金會的董事長', '']"
457,這個副主委認定的剛才提到的這個標準,這個副責的認定的張才提到的怎標準,0.705882352941176,0.294117647058824,"['這個副', '認定的', '才提到的', '標準', '']"
458,對既然我們願意這麼做我們就給他制定制度好嗎,是資然我們邊你怎麼做我們治療自定子的和,0.380952380952381,0.619047619047619,"['然我們', '麼做我們', '定', '']"
459,而不是任由隨便我喜歡兩萬就到三萬,三不蘇任的是並不奇問兩快的大餐們,0.0625,0.8125,"['三', '']"
460,副主委這個董事長基金會的,著做這個二董早資之和會的,0.416666666666667,0.666666666666667,"['這個', '董', '會的', '']"
461,應該我們要未雨綢繆設立制度,該本們的位與存某刺地制度,0.307692307692308,0.692307692307692,"['該', '們', '制度', '']"
462,大家你們做事也好做大家一個公平性,大家明的這些然好這大在的公平性,0.4375,0.5625,"['大家', '好', '大', '公平性', '']"
463,還是兩萬到兩萬五還是十幾年都不動,孩子兩位大兩萬舞孩子四幾年的不到,0.3125,0.625,"['兩萬', '幾年', '不', '']"
464,我要請教主副主委就是說,所要請教足不作就是說,0.545454545454545,0.454545454545455,"['要請教', '就是說', '']"
465,就舉照我們的社會救助法,的制照我們的受就住房嗎,0.363636363636364,0.636363636363636,"['照我們的', '']"
466,第四項裡面他說到呢,一四項裡面他縮到了,0.666666666666667,0.333333333333333,"['四項裡面他', '到', '']"
467,就是如果說他的免疫系統低,自最那本做他的允系等備,0.25,0.75,"['他的', '系', '']"
468,他白紙黑字說的什麼他說,白子黑自說的怎麼拿說,0.545454545454545,0.454545454545455,"['白', '黑', '說的', '麼', '說', '']"
469,我覺得這樣對榮民也是一個尊重,是建子對能女子有尊重,0.214285714285714,0.785714285714286,"['是', '尊重', '']"
470,基金會的他主要的宗旨,基金費的他主要的終子,0.7,0.3,"['基金', '的他主要的', '']"
471,因為我們十四家榮家,是們我的四四家樓萌將,0.333333333333333,0.777777777777778,"['們', '四家', '']"
472,我們來看看他的架構,們看看到的架構,0.666666666666667,0.333333333333333,"['們', '看看', '的架構', '']"
473,榮家大家在一塊因為,存在大在在快會,0.111111111111111,0.777777777777778,"['在', '']"
474,是不是有符合,四自由符合,0.333333333333333,0.666666666666667,"['符合', '']"
475,所以當然是如此阿,順身產歲,0,1,['']
476,接下來我再請問,世間有在請問,0.285714285714286,0.714285714285714,"['請問', '']"
477,你去研議然後,之人難了,0,1,['']
478,副主委認同,不責認同,0.4,0.6,"['認同', '']"
479,提供給本席,聽他的本性,0.2,0.8,"['本', '']"
480,先不提就是說你賣掉過資產之後現在資產有二十幾先不提這個東西我們講單純的基金本身的,先不體就說你賣掉過資產促現在自菜有兒幾先不體對的動西王獎傳的基金先的,0.525,0.475,"['先不', '就', '說你賣掉過資產', '現在', '有', '幾先不', '西', '的基金', '的', '']"
481,都擺在銀行裡面也知道這些的票卷他的投資的組合呢都不好,擺在銀行裏面有次到最些的票卷他的投資組合那平不好,0.653846153846154,0.346153846153846,"['擺在銀行', '面', '些的票卷他的投資', '組合', '不好', '']"
482,您的這一個投資的部分呢其實你上面自己講了就說你的這一些的東西呢都,聽可這個投資的部分的其斯你上面自己講了就說你的這些的東西的度,0.75,0.25,"['這', '個投資的部分', '其', '你上面自己講了就說你的這', '些的東西', '']"
483,他的他的他的基金本體的部分呢你原來捐助章程上面就是已經有,他的他的套基金本體的部分的離原來軍度傷則操明就是已經有,0.642857142857143,0.357142857142857,"['他的他的', '基金本體的部分', '原來', '就是已經有', '']"
484,然後再在你其他的報告裡面你也提到你主要的收入來源其實都是,然後在裏提他的報告裡面積提到一主要的收入來源其司都四,0.714285714285714,0.285714285714286,"['然後', '在', '他的報告裡面', '提到', '主要的收入來源其', '都', '']"
485,這個董事長你再提到報告的時候呢提到這個清寒的獎學金,這個總統對提到報告的時候的提到這個青含的講學金,0.64,0.36,"['這個', '提到報告的時候', '提到這個', '的', '學金', '']"
486,變一萬就是因為我們有一些努力拉,變及了這是我我們劉心努力了喔,0.4,0.666666666666667,"['變', '是', '我們', '努力', '']"
487,你現在的收入來源我們先不談一次性,你先在的收入來源工信不太一次性,0.6875,0.3125,"['你', '在的收入來源', '不', '一次性', '']"
488,董事長您認為基金會有有效管理基金了嗎,總兩寧任為基金會有有效管理基金了嗎,0.722222222222222,0.277777777777778,"['為基金會有有效管理基金了嗎', '']"
489,不談一次性的我們談穩健的收入來源的部分,台一次性的和談穩件的搜入來源的部分,0.68421052631579,0.31578947368421,"['一次性的', '談穩', '的', '入來源的部分', '']"
490,以這麼些微的以你的投資報酬,也脆落些為的一利的投資道中,0.384615384615385,0.615384615384615,"['些', '的', '的投資', '']"
491,支息嗎你的支息擺的都是在銀行的存款,自使望尼的自己擺的都是在銀行的存款,0.647058823529412,0.352941176470588,"['的', '擺的都是在銀行的存款', '']"
492,就是您的報告上面說的那我就請教了,這次林的報告上面說的破就請教紋,0.625,0.375,"['的報告上面說的', '就請教', '']"
493,基本上面來講其實本席認為那些的,新本方面來講示子本其令我兩那些的,0.533333333333333,0.533333333333333,"['本', '面來講', '本', '那些的', '']"
494,因為時間關係我先把我的問題講完再拜託,業五時間關系我先跑的問題講完成來多,0.555555555555556,0.444444444444444,"['時間關', '我先', '的問題講完', '']"
495,我們看一下您的報告裡面提到的呢,我們太向林的報告裡面提到的呢,0.733333333333333,0.266666666666667,"['我們', '的報告裡面提到的呢', '']"
496,基金會應該要有效管理基金,至今會應該要有效管理基金,0.833333333333333,0.166666666666667,"['會應該要有效管理基金', '']"
497,就是要繼續努力跟,就是字的繼使門的的燈,0.375,0.875,"['就是', '繼', '']"
498,有效管理基金嗎這是我第一個問題,有效管理基金額自作第個問題,0.666666666666667,0.333333333333333,"['有效管理基金', '第', '個問題', '']"
499,我們回歸到前面我要先請教的就是說,回貴到前面王心請教的就說,0.5625,0.4375,"['回', '到前面', '請教的就', '說', '']"
500,福利我們只有講第一個我們一個一個來,福利我的車獎第一狗一越的來,0.411764705882353,0.588235294117647,"['福利我', '第一', '一', '來', '']"
501,第一個有效管理基金,第個有效管理基金,0.888888888888889,0.111111111111111,"['第', '個有效管理基金', '']"
502,我們來在持續不過跟委員報告,同來的吃爐不更為報告,0.307692307692308,0.692307692307692,"['來', '不', '報告', '']"
503,以及服務我剛剛聽到,以及除我剛聽頭,0.555555555555556,0.444444444444444,"['以及', '我剛', '聽', '']"
504,這樣子能夠符合,漢子能開復合,0.428571428571429,0.571428571428571,"['子能', '合', '']"
505,低於銀行一年期的定存,一銀行一年級的地存,0.6,0.4,"['銀行一年', '的', '存', '']"
506,打個岔為我們還沒講到,打的唱因為我們還沒有講到,0.8,0.4,"['打', '為我們還沒', '講到', '']"
507,在我剛接任的時候,在我剛機論書,0.375,0.625,"['在我剛', '']"
508,那個懂長以書面回覆,個董場以蘇紐回後,0.333333333333333,0.666666666666667,"['個', '以', '回', '']"
509,那你把這些錢呢,把這些錢呢,0.714285714285714,0.285714285714286,"['把這些錢呢', '']"
510,本席認為太少,本行認為太放,0.666666666666667,0.333333333333333,"['本', '認為太', '']"
511,有還是沒有,有孩子沒樣,0.4,0.6,"['有', '沒', '']"
512,組合裡面當然我知道董事長你會有委屈因為有一些部分是官派的,是合裏面單我子的董腦因會有委區又有些部分絲觀塊的,0.428571428571429,0.571428571428571,"['合', '面', '我', '董', '會有委', '有', '些部分', '的', '']"
513,那不難道就說你的董事成員的組織的成份裡面,不難道就說你的董是成員的組織的成分裡面,0.85,0.15,"['不難道就說你的董', '成員的組織的成', '裡面', '']"
